 	1A2	1B3	MCV6	MCV8	BIV1-	BIV1+
Zbtb1	0.436670174	0.232862232	0.402062845	0.176159106	0.163346425	0.426131881
Zbtb10	-0.006317885	0.056939116	0.093290108	0.099634892	0.064780625	0.369763809
Zbtb12	-0.175418128	0.400829558	0.098048412	0.747287932	0.745209217	0.570895069
Zbtb16	-0.941027329	-0.900920707	-1.523278756	-1.321239931	-1.548721088	-1.171233112
Zbtb17	0.769604345	0.836616564	0.751460757	0.604625487	0.450446277	0.508855478
Zbtb2	0.226180589	-0.033202768	0.115515206	0.219629181	0.434785832	0.226103414
Zbtb20	-0.022114237	0.085465877	0.741054738	0.501684926	-0.408916055	0.187395056
Zbtb24	-0.161802102	-0.250761657	-0.036322993	0.017368926	-0.126648619	-0.031583644
Zbtb25	-0.210009038	-0.055355851	0.067945217	-0.003157834	0.022106662	0.047385239
Zbtb26	-0.227800904	-0.109289895	-0.148962792	-0.063198286	-0.227722873	-0.052127828
Zbtb3	-0.253809799	-0.339916136	-0.324502877	-0.209936407	-0.125057247	-0.317856808
Zbtb32	1.19695449	1.41465857	-0.184182024	-0.19221633	0.136203679	-0.042643706
Zbtb33	0.361451583	0.184401399	0.278252401	0.299646175	0.351238618	0.25861667
Zbtb34	0.398781227	0.286806626	-0.229342709	-0.139390938	0.063198495	0.018948187
Zbtb37	-1.461851828	-1.616124529	-1.110994311	-1.239376819	-1.417241625	-0.732789537
Zbtb38	-1.234746038	-0.045859008	0.43825568	0.682187797	0.34536968	0.770400993
Zbtb39	0.706495371	0.59025379	0.441731753	0.222864615	0.508854801	0.58019934
Zbtb4	-0.126692016	-0.118835965	0.602734408	0.627497047	-0.00789468	0.837858701
Zbtb40	0.455846827	0.314911938	0.213165339	0.044223901	-0.129832322	-0.107572123
Zbtb41	1.150071922	1.129983308	0.876499411	1.076695994	0.44695683	1.079511062
Zbtb42	0.066385655	-0.156336406	-0.213972859	-0.048965752	-0.316196766	0.403775597
Zbtb43	0.473425353	0.618664965	0.398643731	0.505265802	0.408916055	0.582066162
Zbtb44	0.534335286	0.614848635	0.639056022	0.720476663	0.319516875	0.557950729
Zbtb45	0.684414682	0.531148574	0.565333971	0.528701555	0.781040015	0.412349891
Zbtb46	-0.714609559	-0.827709325	-0.9212875	-0.998592806	-0.662432944	-1.096552205
Zbtb48	0.366511544	0.126799181	0.448699864	0.395228815	0.129832322	0.056871581
Zbtb49	-0.478727066	-0.431832945	-0.45219202	-0.546926458	-0.64486845	-0.770400993
Zbtb6	0.82700978	0.767078957	0.676233963	0.68417798	0.373144823	0.625581666
Zbtb7a	0.322951104	0.30331059	0.263515349	0.284821002	-0.071110791	0.281536355
Zbtb7b	0.943479865	0.829930023	0.853614561	0.537791858	0.003157845	0.741057394
Zbtb7c	0.443624732	0.675057483	0.973026444	0.572749322	-0.385013789	0.539617701
Zbtb8a	0.358083373	0.355019232	-0.221246844	0.4054862	1.306377696	0.349561027
Zbtb8b	-0.755906438	-1.225755779	-1.347978072	-0.556106553	0.023685993	-0.748333201
Zcchc4	-0.234288142	-0.240988842	-0.123465911	-0.339511394	-0.226103113	-0.32284091
Zeb1	-0.235911469	-0.190835692	-0.037902989	0.066362695	-0.239078057	0.129832495
Zeb2	-1.30315187	-1.62774418	-1.608478963	-2.047716244	-0.537793639	-1.079511062
Zfat	-0.652873853	-0.60534628	-0.606519991	-0.589550967	-0.608417389	-0.475028979
Zfhx3	0.968322198	0.792709771	1.065540256	0.714362413	0.366386	1.01425356
Zfhx4	0.072718674	-0.120427996	0.216396255	0.378223791	-0.492762087	0.094876311
Zfp1	0.393659429	0.59025379	0.582064076	0.475026774	0.867293384	0.419231012
Zfp101	0.034755071	0.011065801	0.678216162	0.357959531	0.25372286	0.117105171
Zfp105	0.769604345	0.746095134	0.496326058	0.940701877	1.110996816	-0.541442829
Zfp108	-1.159246942	-1.225755779	-0.640990626	-0.469735688	-1.151199958	-0.729701886
Zfp109	-0.222132365	-0.045859008	-0.901029161	-0.326166548	-0.418369245	-0.526891152
Zfp11	0.245664544	0.249131233	-0.206710087	-0.033163233	-0.205098082	-0.086949253
Zfp110	0.916803395	0.821071323	0.726618516	1.073894344	1.225962297	0.921290802
Zfp111	-0.46286119	-0.516662534	-0.47326212	-0.319515817	-0.627499124	-0.471500115
Zfp112	-0.06322015	-0.093401223	-0.417507401	-0.279893204	-0.670304609	-0.368919088
Zfp113	0.140236584	0.218272221	0.015789813	0.067945145	-0.327832544	-0.312051897
Zfp119a	-0.222132365	-0.093401223	-0.983176903	-0.371452314	-1.80153192	-0.514248697
Zfp119b	-0.379202576	-0.406827295	-1.528288387	-0.61602131	-0.355438065	-0.933384562
Zfp12	0.24241099	0.192445477	0.443471774	0.467974894	0.153754019	0.357961192
Zfp120	0.43320075	0.325722271	-0.172953374	-0.098048308	-0.364698897	-0.17776356
Zfp128	-0.539801885	-0.286806626	-0.420952852	-0.208322869	-0.45219304	-0.25535368
Zfp13	0.077470323	0.126799181	0.332831973	0.366384787	0.369763317	0.123466353
Zfp14	-1.094063426	-0.923589602	-1.035516546	-0.537791858	-1.019526004	-0.455691288
Zfp142	-0.47166105	-0.461495532	-0.284821303	-0.436519152	-0.296347137	-0.443473364
Zfp143	0.480497264	0.488894954	-0.0584529	-0.042643508	0.072693765	0.037903124
Zfp146	0.518029184	0.969141276	0.749373122	1.009002912	0.883456049	0.680203447
Zfp148	0.893101341	0.868324437	1.165015933	1.04090511	0.354597681	0.804764349
Zfp157	0.031594425	0.115652793	0.074276752	0.203485465	0.306256989	0.148963326
Zfp160	-0.003158927	-0.1811871	-0.20348568	-0.148962635	-0.112337232	0.171351693
Zfp161	0.698427032	0.78625425	0.386712846	0.521460423	0.51785174	0.336171208
Zfp169	-0.369890019	-0.002371197	-0.80258635	-0.514246311	-0.80258816	-0.583934999
Zfp180	0.809402143	0.859177944	-0.33700509	-0.085364112	-0.155351755	-0.091704806
Zfp182	-0.516225872	-0.356702249	-0.410631173	-0.263515071	-0.526890452	-0.271696361
Zfp184	0.211623676	0.126799181	0.152156328	0.74937233	0.475028347	0.516049732
Zfp187	1.114295425	1.099290437	1.538423381	1.770794801	1.720702922	1.925024438
Zfp189	-0.841505278	-0.575293194	-0.360484816	-0.344531086	-0.156949886	-0.366386487
Zfp191	0.257072551	0.083879462	0.369762484	0.487424445	0.489203198	0.329498799
Zfp192	0.224560862	0.392285986	0.169749219	0.570892419	-0.028424351	0.288111346
Zfp2	-0.556298948	-0.699017813	-0.494542737	-0.482102165	-0.51785174	-0.895143541
Zfp202	-0.189870377	-0.660275575	-0.385012921	-0.396935489	-0.91529257	-0.278253398
Zfp212	0.926428286	0.91997923	0.90457738	0.851349572	0.753553345	0.876502552
Zfp213	-0.168205787	-0.137961182	-0.190608663	-0.160146813	0.006315721	-0.174556736
Zfp217	1.171632883	1.214200885	1.447820323	1.707141702	1.16501856	1.668247048
Zfp219	0.779171912	0.606294072	0.867291428	0.597071404	0.998596113	0.824513561
Zfp229	-0.175418128	-0.208571217	-1.910343094	-1.281024978	0.137797366	-0.502581877
Zfp235	-0.405626485	-0.443128769	-0.319516154	-0.260247981	-0.457441576	-0.3195173
Zfp236	0.304707674	0.32156006	0.354596881	0.408914702	0.441732749	0.563486826
Zfp238	0.505440607	0.478246718	-0.018948119	-0.230963412	0.208323559	0.045804616
Zfp239	0.346326002	0.719292091	-0.209936628	0.402062421	0.180971957	-0.208323836
Zfp248	-0.558141171	-0.452730615	-0.443471774	-0.288110009	-0.587677977	-0.385014301
Zfp251	0.255440838	0.27858382	0.58955159	0.565333374	0.438256668	0.789616651
Zfp26	1.165417759	1.188374752	1.131613835	1.216036203	1.186963669	1.16812102
Zfp260	0.485816855	0.513057843	0.436519613	0.578331838	0.559793458	0.510651579
Zfp263	0.751719944	0.818866603	0.242327409	0.412347977	0.386713718	0.455691288
Zfp266	0.670534292	0.68499361	0.63519391	0.722520687	0.535972066	0.431320757
Zfp27	-0.369890019	-0.269560191	0.101221831	-0.16974904	-0.72150069	-0.314538428
Zfp275	1.39665537	1.28612761	1.14361373	1.186959739	0.90457942	0.933384562
Zfp276	-0.257072551	-0.252392741	-0.306256299	-0.265149661	-0.427859667	-0.25861667
Zfp28	-1.177893195	-0.934492944	-1.392033931	-0.448699391	-0.865002765	-0.610316403
Zfp281	0.766430654	0.729539493	0.45219202	0.514246311	1.270411559	0.94807829
Zfp282	0.0047384	-0.075950442	-0.056871377	-0.176159106	-0.528703306	-0.158548624
Zfp286	-1.422017249	-1.105057373	-0.694170307	-0.822299711	-0.943156688	-1.180637599
Zfp287	-0.706495371	-0.781968529	-0.341184036	-0.304602292	-0.678217692	-0.304603705
Zfp292	0.113965244	0.176369111	0.40377415	0.637123115	0.476794977	0.400354143
Zfp295	0.303054245	0.319896722	0.234207361	0.166546615	0.27333416	0.278253398
Zfp296	0.851644111	0.836616564	1.030156556	1.014248853	1.212759136	0.446957425
Zfp3	-0.482268957	-0.482676895	-0.278252401	-0.23582988	-0.633267804	-0.270058922
Zfp30	-0.77066395	-0.598726721	-0.35291686	-0.226102365	-0.606521359	-0.229343531
Zfp316	-0.633484796	-0.507663131	-0.37822419	-0.351237455	-0.83562316	-0.299647565
Zfp317	-0.150611299	-0.208571217	-1.169671468	-1.332582904	-1.18063603	-2.041448727
Zfp319	-0.532516605	-0.542085785	-0.331164339	-0.314536968	-0.598958725	-0.226103414
Zfp322a	1.057622835	1.201188714	0.692166511	0.990855134	1.068319521	1.003789029
Zfp324	-0.313816447	-0.269560191	-0.144175301	0.058452838	-0.376530567	-0.061616604
Zfp329	0.017374935	-0.030039609	0.434784851	0.314536968	0.189001707	0.785321691
Zfp334	-0.177824235	-0.034784469	0.232585205	0.110748172	0.036323075	0.096462417
Zfp335	0.704474029	0.426637907	0.614117175	0.197042912	0.166547167	0.505268147
Zfp341	-0.027644053	-0.002371197	-0.256983915	-0.286465121	-0.426131315	-0.037903124
Zfp35	1.017234042	0.900920707	1.134598623	1.180632121	1.177489723	1.024829438
Zfp352	-0.805039036	-0.717251584	-0.745207536	-0.914094057	-0.988292227	-1.057261965
Zfp353	-2.967008774	-2.863538267	-2.311426679	-3.034455918	-3.034465965	-3.239236583
Zfp354a	-0.347164224	-0.156336406	-0.112336979	-0.053708696	-0.301298394	-0.067945461
Zfp354b	-1.053507231	-1.225755779	-0.656554345	-0.519654384	-1.239380922	-0.665380908
Zfp354c	-0.698427032	-0.524797533	-0.235830129	-0.067945145	0.142580525	-0.13620386
Zfp358	-0.158602741	-0.232862232	-0.400352708	-0.30791049	-0.535972066	-0.356279172
Zfp362	1.01987535	0.989467126	1.105188438	0.983175865	0.593308989	1.102303263
Zfp367	0.039496696	0.258923774	-0.072693601	0.001578915	-0.056871506	-0.172953994
Zfp369	-0.014215621	-0.05218973	0.179367007	0.18257636	0.104396498	0.201874988
Zfp37	-0.125100099	-0.177974652	-0.556107141	0.003157834	0.248835413	-0.648755326
Zfp384	1.504128482	1.369306327	1.770796671	1.564469466	1.543553687	1.655819539
Zfp386	0.835909491	0.803542291	0.734849192	1.146638124	0.761949844	1.035520258
Zfp39	-0.851644111	-0.915183778	-0.232585205	-0.400352285	-0.445214132	-0.352918125
Zfp397	-0.0047384	0.033202768	0.02052734	0.117104628	-0.250463901	0.113926358
Zfp398	-0.743385861	-0.703049723	-0.749373122	-0.617928313	-0.895142351	-0.600846982
Zfp40	-1.549251764	-1.357410049	-1.720699041	-1.295408612	-1.161928726	-1.493993473
Zfp407	0.042658262	0.117244232	-0.030003872	0.072693524	0.004736777	0.007894691
Zfp408	0.13625035	0.126799181	0.388413879	0.44695535	0.326167628	0.364699382
Zfp41	0.509029163	0.531148574	0.593307651	0.704230388	0.587677977	0.142580715
Zfp410	0.368200261	0.265465754	0.327831804	0.352916487	0.321178238	0.265150891
Zfp418	-0.369890019	-0.575293194	-0.283177945	-0.18578777	0.250463901	-0.522366499
Zfp42	-1.002830794	-1.776661616	-1.665110235	0.390115616	2.10107233	-0.293050695
Zfp420	-0.390250583	-0.349976126	-0.688167162	-0.708274539	-0.787466323	-0.507061003
Zfp422	1.074265876	1.239162877	1.387917579	1.465914875	1.183793973	1.438951148
Zfp423	0.724818386	1.12701483	0.243953305	-0.42785825	0.655578495	-1.548723147
Zfp426	-0.198721507	-0.29669944	0.055289996	-0.055289938	-0.139391399	0.058453109
Zfp429	-1.159246942	-1.776661616	-1.49878179	-1.925015505	-1.486864182	-1.225963927
Zfp444	-0.012636019	0.03162115	-0.291402419	-0.195433551	-0.216396743	-0.347883945
Zfp445	1.219752172	1.227419742	1.284597558	1.430181153	1.284600455	1.498787162
Zfp446	-0.2481064	-0.324056721	-0.3145373	-0.296346156	-0.195434198	-0.480333315
Zfp449	0.117145142	0.400829558	0.088533898	0.37652932	0.261882046	0.315367699
Zfp454	-1.292234736	-1.776661616	-0.457440545	-0.234207114	0.263515943	-0.467977066
Zfp455	-2.178146316	-1.776661616	-3.239224972	-2.17739301	-2.440881134	-2.744224006
Zfp458	-0.812684521	-0.482676895	-0.393523699	-0.06478041	-0.611265511	-0.445214724
Zfp46	0.125100099	0.145944385	0.047385069	0.094875871	-0.063198495	0.099635354
Zfp467	-1.246601025	-1.30425417	-0.46094651	-0.680200291	-0.70625337	-0.637126071
Zfp472	0.648976762	0.681011179	0.363012005	0.268420955	0.610315592	-0.075860359
Zfp473	0.123508495	0.218272221	0.34453145	0.304602292	1.408741284	0.034743212
Zfp498	1.096926486	1.115237977	1.199759711	1.128637822	0.988292227	1.071106002
Zfp507	0.498282749	0.520273881	0.541440888	0.574608185	0.534152256	0.297997146
Zfp51	0.349680341	0.192445477	-0.161746314	0.133016891	0.265150539	0.307911919
Zfp512	1.409223996	1.483915964	1.465916423	1.597185661	1.489231618	1.720705209
Zfp513	0.629635381	0.656357858	0.258615743	0.445212658	0.585805082	0.589553703
Zfp516	0.586005811	0.609140686	0.574608792	0.676233249	0.014210752	0.534152966
Zfp52	-0.654826087	-0.789477941	-1.344099968	-0.640989949	-0.211551187	-0.006315729
Zfp521	-1.187370388	-1.077979558	-1.206232792	-1.513370122	-0.459193863	-0.656556698
Zfp523	-0.121917202	-0.125205917	0.105983868	-0.110748172	-0.243953855	-0.160147556
Zfp524	0.633484796	0.737792299	0.646808787	0.778902437	-0.085364394	0.587678758
Zfp526	-0.397072815	-0.370202898	-0.897492159	-1.046324929	-0.897494183	-1.027491223
Zfp53	-0.309672941	-0.309934885	-0.260248255	-0.179366817	-0.026844833	-0.064780711
Zfp532	1.340704076	1.326581724	1.30453647	1.396172341	1.277474118	1.140602564
Zfp536	-1.647224745	-2.443782896	-0.529609185	-0.650698962	-0.711317562	-1.071106002
Zfp54	-0.429736488	-0.545745764	-0.71843638	-0.582063461	-0.640992072	-0.4998992
Zfp541	-0.580397376	-0.575293194	-0.70019837	-0.804760615	-0.658512357	-0.554269408
Zfp551	-0.56460382	-1.020738035	-0.125056965	-0.069527764	-0.525079314	-0.060034782
Zfp553	0.182639526	0.262193376	-0.185787966	-0.156949366	-0.003157845	-0.161746894
Zfp560	-0.085393645	-0.141153391	0.166546791	0.289755671	0.053708874	0.112337382
Zfp563	-0.460228176	-0.482676895	-0.552429561	-0.363011622	-1.090835449	-0.395230649
Zfp566	0.591632576	0.656357858	0.743129548	0.336169648	1.093688669	-0.102809287
Zfp568	-0.291502926	-0.304965418	0.148962792	-0.07744353	0.359643739	-0.096462417
Zfp57	1.728191975	1.639585476	1.817548516	1.443367538	1.125676606	1.291793815
Zfp574	0.672509321	0.580888319	0.475027276	0.396935489	0.567186334	0.356279172
Zfp575	0.12987681	0.126799181	-0.587676652	-0.299646175	-0.546012779	-0.635196187
Zfp579	0.314645787	0.192445477	0.090119075	0.034743051	0.164946587	0.279894502
Zfp58	0.092529167	0.079914331	-0.363012005	0.042643508	-0.231774878	-0.044224106
Zfp580	0.492930934	0.622490233	-0.329497618	-0.289755671	-0.311223065	-0.167347838
Zfp583	-0.755906438	-1.225755779	-2.506495732	-0.846834331	-0.755647512	-1.930008598
Zfp59	-0.344650283	-0.341590412	-0.05054666	0.227722119	-0.079027506	-0.012631708
Zfp592	0.273427819	0.210186679	0.112336979	0.015789796	0.018948161	0.2196302
Zfp595	-0.211623676	-0.244243872	-0.347882698	-0.125056833	-0.321178238	-0.390117427
Zfp597	-0.641211711	-0.592133022	-0.561637552	-0.439992592	-0.483876349	-0.405488082
Zfp599	-0.379202576	-0.482676895	-0.433051386	-0.445212658	-0.404631155	-0.543269748
Zfp60	-0.261971781	-0.226371909	-0.279893499	0.294697348	-0.252093049	-0.192217222
Zfp605	-1.198562467	-1.225755779	-0.714363167	-0.614116526	-0.508854801	-0.525080012
Zfp606	-0.787736152	-0.63788265	-0.567185055	-0.487424445	-0.346207373	-0.429589858
Zfp61	0.324614802	0.218272221	0.730727716	0.602733772	0.256984494	0.604628293
Zfp612	-0.645089417	-0.532057593	0.075860087	0.025265298	-0.341184805	-0.342858496
Zfp617	0.881435057	1.018094492	0.804761465	1.001185243	0.80258816	0.853617621
Zfp618	-0.680435617	-0.82549266	-0.822300579	-0.890450409	-0.221247343	-0.983180427
Zfp619	-0.457598321	-0.406827295	-1.190142556	-0.726617748	-0.878814922	-0.688169629
Zfp62	0.327944877	0.390580686	0.187394384	0.344531086	0.516049046	0.011052676
Zfp623	1.046686923	1.080792967	1.137593471	1.093685048	1.060013246	0.940706243
Zfp626	-1.08269904	-1.225755779	-1.211120704	-1.051775408	-2.08037342	-0.748333201
Zfp628	0.620051991	0.426637907	-0.048965804	-0.004736761	0.00789468	0.006315729
Zfp629	-0.407340735	-0.532057593	-0.732786911	-0.11233686	-0.3046033	-0.21639703
Zfp637	1.085527112	1.177318852	1.263408455	1.277469888	0.860434978	1.0908369
Zfp639	1.111377505	1.214200885	0.935816238	1.155778018	1.288188015	1.20949255
Zfp64	0.344650283	0.382070909	0.12983203	0.309565841	0.245580395	0.088534216
Zfp644	0.291502926	0.298351013	0.322839753	0.331163989	0.480332676	0.414068344
Zfp646	-0.011056449	0.069610651	-0.164946215	-0.163345885	0.031583602	-0.12824048
Zfp647	0.623878527	0.767078957	0.516047882	0.652648058	0.817894276	0.184182684
Zfp651	-0.218087746	-0.216653999	-0.250463337	-0.492760455	-0.344532227	-0.374837661
Zfp652	-0.424549649	-0.351656177	-0.237453513	-0.374835921	-0.229343227	-0.381617743
Zfp653	-0.141831693	-0.156336406	-0.052127642	-0.039483036	0.094876185	-0.080611531
Zfp654	0.208394942	0.218272221	-0.083779674	-0.075860007	0.09725543	0.098048763
Zfp655	0.978426532	1.058517449	0.429588319	0.7369138	0.766168123	0.781041054
Zfp658	-0.549865824	-0.482676895	-0.747288721	-0.332831622	-0.265150539	-0.496327837
Zfp661	-0.074302371	-0.045859008	-0.268421238	-0.190608462	-0.077443786	0.062407572
Zfp664	0.829228601	0.979254156	0.648753	0.686170854	0.714364778	0.793926107
Zfp667	0.403913416	0.59025379	-0.001578917	0.291402111	0.079027506	0.062407572
Zfp668	-0.139439163	-0.258923774	-0.376529718	-0.386712437	-0.464459151	-0.39864516
Zfp672	0.145821039	-0.093401223	0.637123788	0.2716951	-0.347883483	0.371454038
Zfp677	-1.356262823	-1.776661616	-0.757743262	-0.014210705	-0.14577109	-0.357961192
Zfp68	-0.339628853	-0.30827756	-0.263515349	-0.203485465	-0.410632099	-0.193825591
Zfp687	0.571089929	0.400829558	0.764055574	0.334500173	0.824512465	0.532334906
Zfp688	0.84487532	0.886836739	0.993428852	1.062770405	0.85588493	1.13460269
Zfp689	-0.163402397	-0.291749501	-0.396935908	-0.381615972	-0.554268671	-0.534152966
Zfp69	-0.11476011	-0.156336406	-0.339511752	-0.18257636	-0.099635222	-0.466217702
Zfp691	0.749631588	0.815566886	0.439993057	0.337840053	0.229343227	0.134610515
Zfp697	-0.351358972	-0.558613288	-0.356277895	-0.652648058	-0.189001707	-0.011052676
Zfp7	0.798522702	0.871772949	0.512447479	0.985729214	1.03015888	0.658513232
Zfp707	0.041077428	-0.107699864	0.011052636	0.039483036	-0.110748539	-0.227723176
Zfp708	-1.263844218	-0.868324437	-1.155779239	-0.93581525	-1.196544489	-1.270413248
Zfp709	-1.626368479	-1.483915964	-0.625579424	-0.658510176	-1.533339813	-0.700200879
Zfp710	0.239972495	0.386322337	0.15055937	-0.026844745	0.376530567	-0.085364508
Zfp711	-0.726869134	-0.803542291	-0.978089178	-1.443367538	-1.475149179	-0.548761345
Zfp715	-0.056890993	-0.1363656	0.085364202	0.118694465	0.113926207	0.086949253
Zfp719	-0.093322285	-0.131580901	-0.074276752	0.023685914	0.083779863	0.025265415
Zfp735	-2.967008774	-2.089656133	-2.584969334	-2.909026836	-2.744220358	-2.47237559
Zfp74	0.441884111	0.478246718	0.820094529	0.945610889	0.851352391	0.897495376
Zfp740	1.099798486	1.038096141	0.938256776	0.84009339	0.996010308	0.874193659
Zfp746	0.722770655	0.638849622	0.911707934	0.828941814	0.878814922	0.96297792
Zfp748	0.201943893	0.168348068	0.029214071	0.083779586	0.393524586	-0.243954179
Zfp758	0.181033968	-0.002371197	-0.516047882	-0.093290009	0.182576965	-0.022106692
Zfp759	-0.237535413	-0.244243872	-0.296346469	-0.045804403	-0.597073381	-0.373145319
Zfp760	0.730979752	0.808993664	-0.086948942	0.589550967	0.548760616	0.585805861
Zfp763	-0.071135158	-0.02055179	-0.026844773	0.142580053	0.055290121	-0.041063412
Zfp764	0.359766973	0.478246718	0.192216533	0.738982307	0.616976576	0.498112731
Zfp768	0.251364494	0.508561231	-0.317025753	0.363011622	0.037903074	0.445214724
Zfp770	0.121917202	0.300003393	0.412348413	0.393523283	0.690167024	0.381617743
Zfp771	-0.04582025	-0.179580646	0.145770761	0.06478041	0.017368983	0
Zfp772	-0.95582794	-0.947970438	-1.225959532	-0.909325027	-1.006393576	-0.72662112
Zfp773	-1.08269904	-1.483915964	-1.073895478	-0.855882096	-0.930953772	-0.94193139
Zfp775	-0.980968123	0.192445477	-0.994717636	0.085364112	0.118694858	0.352918125
Zfp777	1.041265229	0.969141276	0.410631173	0.200263158	0.075860258	0.175358274
Zfp78	-0.730979752	-0.627284535	-0.583932906	-0.341183676	-0.600846183	-0.205098354
Zfp786	-1.08269904	-1.225755779	-1.51337172	-1.102298148	-0.998596113	-0.918888063
Zfp787	-0.321288291	-0.426637907	-0.293049645	-0.294697348	-0.462702643	-0.294698716
Zfp788	-0.337956934	-0.300829886	-0.545096513	-0.321177174	-0.434785832	-0.261882394
Zfp790	0.397072815	0.338242803	0.381616375	0.580196648	0.216396743	0.556109134
Zfp799	0.071135158	0.13955711	-0.091704477	0.266784954	0.131424661	-0.001578922
Zfp800	-0.214854599	-0.133175465	-0.240702148	-0.061616318	-0.414067793	0.003157849
Zfp809	0.500069828	0.630167973	0.985730255	0.510649209	0.686173126	0.427860235
Zfp81	-0.415929929	-0.433567183	-0.395229233	-0.2716951	-0.331165086	-0.351239085
Zfp810	0.197111082	-0.002371197	0.482102674	0.489201578	0.027634584	0.597074174
Zfp811	-1.053507231	-1.020738035	-1.559177229	-0.809122213	-0.98317912	-0.557950729
Zfp819	-0.451474134	-0.324056721	-0.105983868	-0.745206749	0.73691624	-1.745211103
Zfp82	-0.440144815	-0.336570406	-0.156949532	-0.133016891	-0.10757198	-0.184182684
Zfp820	-0.10760884	0.02055179	-0.539615766	-0.278252107	-0.559793458	-0.419231012
Zfp821	-0.231043318	-0.269560191	0.433051386	0.239077265	0.25535334	0.200264087
Zfp825	0.639276439	0.525703537	1.054513418	1.165014703	0.993431092	0.980633408
Zfp827	-0.491150109	-0.522082072	-0.14736659	-0.25861547	-0.639057463	-0.424404789
Zfp84	0.205168359	0.205341906	0.082195356	0.286465121	0.047385176	0.067945461
Zfp846	-0.123508495	-0.077535853	-0.205097619	-0.072693524	-0.041063357	-0.263516294
Zfp865	-0.155404988	-0.218272221	-0.322839753	-0.261881179	-0.436520598	-0.213166103
Zfp866	0.578531921	0.426637907	0.72867159	0.621749026	0.473263187	0.610316403
Zfp867	-0.369890019	-0.406827295	-0.136203372	-0.101221725	-0.390968405	-0.253723197
Zfp868	0.438406839	0.192445477	0.168147791	0.255352495	-0.019737768	0.12824048
Zfp869	0.49471331	0.426637907	-0.160146982	0.131424226	-0.162546501	-0.117105171
Zfp87	0.309672941	0.355019232	0.3833141	0.450444785	0.499898536	0.460948162
Zfp870	-0.301401636	-0.045859008	-0.602734408	-0.301297397	-0.231774878	-0.363013306
Zfp871	1.206648835	1.194757467	1.400337571	1.383822961	1.035518881	1.434555809
Zfp873	-0.393659429	-0.660275575	-0.41578652	-0.393523283	-0.840096172	-0.327832979
Zfp874a	-1.198562467	-1.225755779	-1.665110235	-1.412974117	-1.282812809	-1.950436225
Zfp874b	-0.334615899	-0.482676895	-0.268421238	-0.383313695	-0.76828234	-0.396937331
Zfp879	-2.525579636	-2.089656133	-1.247878415	-1.649692094	-2.258847065	-2.425997497
Zfp882	-1.972377603	-2.089656133	-0.042643553	-0.219629181	0.061616522	-0.43478641
Zfp9	-0.276707452	-0.482676895	-1.106636438	-0.309565841	-0.019737768	-0.248835744
Zfp90	-0.144225028	-0.156336406	0.58019726	0.595188168	0.407201206	0.342858496
Zfp92	-0.755906438	-0.868324437	-0.901029161	-1.049046304	-1.142107391	-1.113915218
Zfp93	-0.179428872	-0.238549229	0.045804452	0.252092214	-0.133017331	-0.08219565
Zfp930	0.897801713	0.910409063	0.3145373	0.610313571	0.537793639	0.439994634
Zfp931	0.907261964	1.023388655	-0.302949754	0.136203228	-0.033163343	-0.118695016
Zfp934	-0.308017017	-0.789477941	-0.145770761	-0.395228815	0.14577109	-0.198653701
Zfp935	-0.279990037	-0.269560191	-0.478562005	-0.150559211	-0.152955297	-0.247207908
Zfp936	-1.972377603	-2.089656133	-2.060517984	-1.70047902	1.328787457	-1.472832094
Zfp937	-0.072718674	0.126799181	0.029214071	0.332831622	-0.192216967	-0.145771284
Zfp938	0.276707452	0.314911938	-0.482102674	-0.256983643	-0.120284999	0.256984836
Zfp939	-0.2701511	-0.406827295	-0.009473638	-0.036322955	-0.383314964	0.015789869
Zfp94	-0.11476011	-0.269560191	-0.192216533	-0.200263158	-0.637125224	-0.281536355
Zfp940	-0.687406043	-0.753402084	-0.140985467	-0.023685914	0.160147343	-0.245580721
Zfp941	-0.700439875	-1.555777176	-0.085364202	-0.011052625	-0.090119279	-0.386714232
Zfp942	-0.789886166	-0.688986821	-1.332584312	-0.789612986	-0.738984754	-0.537794354
Zfp943	-0.288209686	-0.220700615	-0.357959909	-0.248834589	-0.635195342	-0.234208201
Zfp944	-0.469898201	-0.343265636	-0.704231132	-0.366384787	-0.433052363	-0.344532685
Zfp945	-0.604834667	-0.504074772	-0.255352764	-0.322839412	-0.134610336	0.133017508
Zfp946	0.299749843	0.426637907	0.390116028	0.224483198	0.580198569	-0.452193641
Zfp948	0.037916062	0.037948134	-0.187394384	-0.080611157	-0.160147343	-0.020527414
Zfp949	-0.047401413	-0.018970687	0.195433757	0.633265707	-0.061616522	0.487426707
Zfp952	-0.08143135	-0.269560191	-0.33700509	-0.158547888	-0.420953801	-0.101222194
Zfp953	0.155404988	0.168348068	0.374836317	0.563484212	0.688168714	0.315367699
Zfp954	0.386846227	0.355019232	0.494542737	0.635193239	0.052127759	0.616024168
Zfp955a	1.137985839	1.064037368	1.085152832	1.085151686	1.049049778	0.858158892
Zfp956	-0.001579461	-0.156336406	0.091704477	0.137796909	0.039483167	0.092497595
Zfp958	0.546199873	0.681011179	0.417507401	0.734848416	0.840096172	0.664397911
Zfp959	0.092529167	-0.093401223	0.546927036	0.351237455	0.410632099	0.390117427
Zfp961	0.085393645	0.05218973	-0.007894662	0.071110556	0.025265382	-0.218013333
